movie_title,duration,gross,genres,plot_keywords,budget,title_year,imdb_score,aspect_ratio
Ernest & Celestine,80,71442,Animation|Comedy|Crime|Drama|Family,bear|dentist|friendship|mouse|prejudice,9600000,2012,7.9,1.85
The Golden Child,94,79817937,Action|Adventure|Comedy|Fantasy|Mystery,boy|child|chosen one|demon|detective,25000000,1986,5.9,1.85
Think Like a Man,122,91547205,Comedy|Romance,advice|black romance|hip hop|reading a book|sex scene,12000000,2012,6.6,2.35
Barbershop,102,75074950,Comedy|Drama,barber|barbershop|blaxploitation|loan shark|theft,12000000,2002,6.3,1.85
Star Trek II: The Wrath of Khan,116,78900000,Action|Adventure|Sci-Fi,jamming communications|planet|space station|taunt|trap,11000000,1982,7.7,2.35
Ace Ventura: Pet Detective,78,72217000,Comedy,detective|dolphin|mascot|nudity|stupidity,12000000,1994,6.9,1.85
WarGames,114,79568000,Sci-Fi|Thriller,computer|game|high school|norad|teenager,12000000,1983,7.1,1.85
Witness,112,65500000,Crime|Drama|Romance|Thriller,amish|love|murder|police|train,12000000,1985,7.4,1.85
Act of Valor,110,70011073,Action|Adventure|Drama|Thriller|War,mission|navy seal|terrorist|torture|valor,12000000,2012,6.5,2.35
Step Up,104,65269010,Crime|Drama|Music|Romance,dance|dancer|school|showcase|student,12000000,2006,6.5,2.35
Beavis and Butt-Head Do America,81,63071133,Adventure|Animation|Comedy|Crime,beavis and butt head|fbi|score|television|television set,12000000,1996,6.8,1.85
Jackie Brown,154,39647595,Crime|Thriller,arms dealer|atf|bail|money|multiple perspectives,12000000,1997,7.5,1.85
Harold & Kumar Escape from Guantanamo Bay,102,38087366,Adventure|Comedy,bong|escape|ex girlfriend|guantanamo bay|texas,12000000,2008,6.6,1.85
Chronicle,89,64572496,Drama|Sci-Fi|Thriller,found footage|high school|subjective camera|teen angst|troubled teen,12000000,2012,7.1,1.85
Yentl,132,30400000,Drama|Musical|Romance,love|study|talmud|wedding|yeshiva,12000000,1983,6.6,1.85
Time Bandits,103,42365600,Adventure|Comedy|Fantasy|Sci-Fi,cult director|dwarf|robin hood|satire|treasure,5000000,1981,7,1.85
Crossroads,93,37188667,Comedy|Drama,audition|friendship|graduation|high school graduation|love,12000000,2002,3.3,1.85
Project X,93,54724272,Comedy|Crime,birthday party|high school|high school senior|millennial generation|party,12000000,2012,6.7,1.85
One Hour Photo,96,31597131,Drama|Thriller,insanity|photo lab|photo shop|photography|voyeur,12000000,2002,6.8,1.85
Quarantine,89,31691811,Horror|Sci-Fi|Thriller,apartment building|found footage|television|trapped|virus,12000000,2008,6,1.85
The Eye,92,31397498,Horror|Mystery,cellular memory|eye|eye transplant|seeing dead people|violinist,12000000,2008,5.4,2.35
Johnson Family Vacation,97,31179516,Comedy,cross country|cross country trip|highway travel|on the road|road movie,12000000,2004,4.3,2.35
How High,93,31155435,Comedy|Fantasy,college|drugs|harvard|pot|smoke,12000000,2001,6.2,1.85
The Muppet Christmas Carol,89,27281507,Comedy|Drama|Family|Fantasy|Musical,christmas|christmas eve|miser|muppet|scrooge,12000000,1992,7.7,1.85
Casino Royale,144,167007184,Action|Adventure|Thriller,casino|espionage|free running|james bond|terrorist,150000000,2006,8,2.35
Frida,123,25776062,Biography|Drama|Romance,art|bisexual|marriage|pain|revolutionary,12000000,2002,7.4,1.85
Katy Perry: Part of Me,93,25240988,Documentary|Music,female protagonist|reference to britney spears|singer|song|world tour,12000000,2012,5.9,1.85
The Fault in Our Stars,133,124868837,Drama|Romance,cancer|falling in love|friendship|novel|teenager,12000000,2014,7.8,1.85
Rounders,121,22905674,Crime|Drama,breasts|cult film|loan shark|poker|reference to christy turlington,12000000,1998,7.4,2.35
Top Five,102,25277561,Comedy|Romance,bare breasts|celebrity|in medias res|reference to planet of the apes|sex talk,12000000,2014,6.5,2.35
Stir of Echoes,99,21133087,Horror|Mystery|Thriller,disappearance|hearing voices|hypnosis|post hypnotic suggestion|seeing a ghost,12000000,1999,7,1.85
Philomena,98,37707719,Biography|Drama,catholic|convent|gay love|gay relationship|irish adoption board,12000000,2013,7.6,1.85
The Upside of Anger,118,18761993,Comedy|Drama,anger|baseball|drinking|radio|secretary,9000000,2005,6.9,2.35
Aquamarine,104,18595716,Comedy|Family|Fantasy|Romance,beach|love|mermaid|storm|swimming,12000000,2006,5.3,1.85
Paper Towns,109,31990064,Drama|Mystery|Romance,based on novel|female neighbor|friendship|travel|trip,12000000,2015,6.4,2.35
Nebraska,115,17613460,Adventure|Comedy|Drama,aging|billings montana|lincoln nebraska|nebraska|pickup truck,12000000,2013,7.8,2.35
Tales from the Crypt: Demon Knight,92,21088568,Action|Fantasy|Horror|Thriller,blood|blood of christ|demon|key|loud sex,13000000,1995,6.7,1.85
Max Keeble's Big Move,91,17292381,Comedy|Crime|Family,bully|moving|principal|revenge|school,12000000,2001,5.3,1.85
Young Adult,94,16300302,Comedy|Drama,car damage|computer printer|female band|fingernail polish|narcissism,12000000,2011,6.3,1.85
Crank,93,27829874,Action|Crime|Thriller,assassin|cult film|doctor|heart|poison,12000000,2006,7,1.78
Living Out Loud,100,12902790,Comedy|Drama|Romance,brooklyn bridge|divorce|female protagonist|female star appears nude|lingerie slip,12000000,1998,6.6,2.35
Das Boot,293,11433134,Adventure|Drama|Thriller|War,duty|submarine|submarine movie|tension|u boat,14000000,1981,8.4,1.85
The Alamo,137,22406362,Drama|History|War|Western,army|dictator|general|texan|texas,107000000,2004,6,2.35
Sorority Boys,93,10198766,Comedy,college|cruise|drag|female armpit hair|sorority,12000000,2002,5.4,1.85
About Time,123,15294553,Drama|Fantasy|Romance,boyfriend girlfriend relationship|lingerie slip|time travel|time travel romance|wedding,12000000,2013,7.8,2.35
House of Flying Daggers,119,11041228,Action|Adventure|Drama|Romance,flying|flying dagger|government|police|secret,100000000,2004,7.6,2.35
Arbitrage,107,7918283,Drama|Thriller,accidental death|dead woman|dead woman with eyes open|death of mistress|manager,12000000,2012,6.6,1.85
Project Almanac,106,22331028,Sci-Fi|Thriller,found footage|teenager|time machine|time travel|video footage,12000000,2015,6.4,2.35
Cadillac Records,109,8134217,Biography|Drama|Music,1950s|jazz|jazz music|sex|title directed by female,12000000,2008,7,2.35
Screwed,81,6982680,Comedy|Crime,chauffeur|disorganized crime|dog|ransom|slapstick,10000000,2000,5.7,1.85
Fortress,95,6739141,Action|Crime|Sci-Fi|Thriller,escape|future|population control|prison|prisoner,8000000,1992,5.9,1.85
For Your Consideration,86,5542025,Comedy,actor|internet|make up|publicist|purim,12000000,2006,6.3,1.85
Celebrity,113,5032496,Comedy|Drama,celebrity|journalist|lesbian kiss|strong female character|tv producer,12000000,1998,6.3,1.66
Running with Scissors,122,6754898,Comedy|Drama,alcoholic|fame|therapist|writer|writing,12000000,2006,6.2,2.35
From Justin to Kelly,90,4922166,Comedy|Musical|Romance,bar|florida|love|spring break|waitress,12000000,2003,2.1,1.85
Girl 6,108,4903000,Comedy|Drama,actress|neighbor|phone sex|queens new york city|sex addiction,12000000,1996,5,1.85
In the Cut,113,4717455,Mystery|Thriller,blow job|female rear nudity|female removes her clothes|oral sex|three of spades tattoo,12000000,2003,5.3,1.85
Two Lovers,110,3148482,Drama|Romance,jewish|love|married man|neighbor|photograph,12000000,2008,7.1,2.35
Last Orders,109,2326407,Drama,ashes|butcher|friend|friendship|memory,12000000,2001,7,2.35
The Host,110,2201412,Comedy|Drama|Horror|Sci-Fi,daughter|han river|monster|river|seoul,12215500000,2006,7,1.85
Ravenous,101,2060953,Fantasy|Horror|Thriller,based on true story|cannibalism|captain|mexican american war|u.s. frontier,12000000,1999,7.1,2.35
Charlie Bartlett,97,3950294,Comedy|Drama|Romance,drugs|high school|prescription drugs|private school|student,12000000,2007,7,1.85
The Great Beauty,172,2835886,Drama,genitalia|male frontal nudity|male nudity|old age|party,9200000,2013,7.7,2.35
The Dangerous Lives of Altar Boys,104,1779284,Comedy|Drama,book|boy|catholic|comic book|friend,12000000,2002,7.1,1.85
Stoker,99,1702277,Drama|Thriller,death|hitchcockian|psychopath|sociopath|vomiting,12000000,2013,6.8,2.35
2046,129,261481,Drama|Romance|Sci-Fi,number in title|train|woman slaps a man|woman slaps man|written by director,12000000,2004,7.5,2.35
Married Life,91,1506998,Crime|Drama|Romance,bachelor|best friend|divorce|poison|widow,12000000,2007,6.3,1.85
Duma,100,860002,Adventure|Drama|Family,africa|bed|boy|cheetah|south africa,12000000,2005,7.3,1.85
Ondine,111,548934,Drama|Mystery|Romance,celtic mythology|cottage|fisherman|irish|selkie,12000000,2009,6.8,1.85
Brother,114,447750,Crime|Drama|Thriller,gang|gangster|subjective camera|written and directed by cast member|yakuza,10000000,2000,7.2,1.85
Welcome to Collinwood,86,333976,Comedy|Crime,boxing knockout|heist|implied sex|keys|prison,12000000,2002,6.4,2.35
Critical Care,107,141853,Comedy|Drama,half sister|hospital|latex gloves|medicine|nun,12000000,1997,6,1.85
The Life Before Her Eyes,90,303439,Drama|Mystery|Thriller,best friend|nonlinear timeline|school shooting|self sacrifice|shooting,8000000,2007,6.4,2.35
Trade,120,214202,Crime|Drama|Thriller,friend|girl|mexico city|new jersey|sex,12000000,2007,7.5,2.35
Fateless,134,195888,Drama|Romance|War,bus|death|gay slur|hatred|jewish,2500000000,2005,7.1,2.35
Breakfast of Champions,110,175370,Comedy,breakfast|manitoba|science fiction writer|suicide|writer,12000000,1999,4.6,1.85
City of Life and Death,132,119922,Drama|History|War,atrocity|battle|chinese|horseback riding|martial arts,12000000,2009,7.7,2.35
Home,94,177343675,Adventure|Animation|Comedy|Family|Fantasy|Sci-Fi,alien friendship|alien invasion|australia|flying car|mother daughter relationship,135000000,2015,6.7,1.85
5 Days of War,113,17149,Action|Drama|War,cameraman|epic battle|journalist|south ossetia|street shootout,20000000,2011,5.6,2.35
Heaven Is for Real,99,91443253,Biography|Drama,based on true story|christ|christian|near death experience|pastor,12000000,2014,5.8,2.35
Snatch,104,30093107,Comedy|Crime,boxer|boxing|diamond|fight|gypsy,6000000,2000,8.3,1.85
Pet Sematary,103,57469179,Fantasy|Horror,cat|cemetery|maine|secret|woods,11500000,1989,6.6,1.85
Madadayo,134,48856,Drama,air raid|beer|birthday|japan|professor,11900000,1993,7.5,1.85
Gremlins,106,148170000,Comedy|Fantasy|Horror,bright light|midnight|pet|small town|water,11000000,1984,7.2,2.2
Star Wars: Episode IV - A New Hope,125,460935665,Action|Adventure|Fantasy|Sci-Fi,death star|empire|galactic war|princess|rebellion,11000000,1977,8.7,2.35
Dirty Grandpa,109,35537564,Comedy,female removes her clothes|fondling|voyeur|voyeurism|white panties,11500000,2016,6,2.35
Doctor Zhivago,200,111722000,Drama|Romance|War,bolshevik|poet|poetry|russia|russian revolution,11000000,1965,8,2.35
High School Musical 3: Senior Year,112,90556401,Comedy|Drama|Family|Music|Musical|Romance,basketball|curtain call|graduation|high school|high school senior,11000000,2008,4.5,1.85
The Fighter,116,93571803,Biography|Drama|Sport,boxer|boxing|boxing match|crack cocaine|lowell massachusetts,25000000,2010,7.9,2.35
My Cousin Vinny,120,52929168,Comedy|Crime,alabama|jail|judicial system|lawyer|trial,11000000,1992,7.5,1.85
If I Stay,107,50461335,Drama|Fantasy|Music|Romance,car accident|coma|out of body experience|reference to the exploited|teenage girl,11000000,2014,6.8,2.35
Major League,107,49797148,Comedy|Sport,cleveland indians|league|manager|owner|team,11000000,1989,7.2,1.85
Phone Booth,81,46563158,Crime|Thriller,phone booth|publicist|single set production|sniper|sniper rifle,13000000,2002,7.1,2.35
A Walk to Remember,101,41227069,Drama|Romance,community service|love|punishment|school|student,11000000,2002,7.4,2.35
Dead Man Walking,122,39025000,Crime|Drama,death|execution|nun|solitary confinement|visit,11000000,1995,7.6,1.85
Cruel Intentions,97,38201895,Drama|Romance,bet|revenge|seduction|virgin|wager,10500000,1999,6.9,1.85
Saw VI,92,27669413,Horror|Mystery,deception|flash photography|game of death|jigsaw|pig mask,11000000,2009,6,1.85
The Secret Life of Bees,110,37766350,Drama,beekeeping|insect in title|racism|sister|south carolina,11000000,2008,7.3,2.35
Corky Romano,86,23978402,Comedy|Crime,fbi|mafia|mobster|undercover|veterinarian,11000000,2001,4.6,1.85
Raising Cain,91,21370057,Crime|Drama|Thriller,hitchcockian|long tracking shot|psychologist|psychology|wig,12000000,1992,6,1.85
Invaders from Mars,100,4884663,Horror|Sci-Fi,alien|boy|nurse|school|school nurse,12000000,1986,5.5,2.35
Brooklyn,111,38317535,Drama|Romance,1950s|immigrant|irish|irish accent|torn between two worlds,11000000,2015,7.5,1.85
Out Cold,89,13903262,Comedy|Sport,alaska|mountain|ski resort|snowboard|snowboarding,11000000,2001,6.3,1.85
The Ladies Man,84,13592872,Comedy,black pantyhose|female stockinged legs|pantyhose|radio|tattoo,11000000,2000,5.1,1.85
Quartet,98,18381787,Comedy|Drama,divorced couple|opera|reference to giuseppe verdi|retirement|senility,11000000,2012,6.8,2.35
Tomcats,95,13558739,Comedy,box office flop|critically bashed|dominatrix|friend|money,11000000,2001,5.3,1.85
Frailty,100,13103828,Crime|Drama|Thriller,demon|fbi|fbi agent|murder|religious fanatic,11000000,2001,7.3,1.85
Woman in Gold,109,33305037,Biography|Drama|History,art|jewish|justice|nazi|theft,11000000,2015,7.3,2.35
Kinsey,118,10214647,Biography|Drama,professor|research|sex|sexuality|student,11000000,2004,7.1,2.35
Army of Darkness,88,11501093,Comedy|Fantasy|Horror,army of the dead|battle|necronomicon|reluctant hero|skeleton soldier,13000000,1992,7.6,1.85
Slackers,86,4814244,Comedy|Romance,blackmail|fall|love|nerd|scam,11000000,2002,5.3,1.85
What's Eating Gilbert Grape,118,9170214,Drama|Romance,apostrophe in title|face slap|four word title|grocery store|police,11000000,1993,7.8,1.85
The Visual Bible: The Gospel of John,125,4068087,Biography|Drama|History,1st century|based on the bible|miracle|religion|resurrection,17000000,2003,7.7,1.85
Vera Drake,125,3753806,Crime|Drama,1950s|miscarriage|neighbor|pregnancy|tailor,11000000,2004,7.7,1.85
The Guru,94,3034181,Comedy|Music|Romance,bollywood|illegal immigrant|live television|restaurant|waiter,11000000,2002,5.4,1.85
The Perez Family,113,2832826,Comedy|Drama|Romance,immigration|love|political prisoner|reference to john wayne|title directed by female,11000000,1995,6.2,1.85
Inside Llewyn Davis,104,13214255,Drama|Music,1960s|car hitting an animal|folk singer|friend|singer,11000000,2013,7.4,1.85
O,95,16017403,Drama|Romance|Thriller,basketball|basketball player|boarding school|love|shakespeare's othello,5000000,2001,6.2,1.85
Return to the Blue Lagoon,102,2807854,Adventure|Drama|Romance,baby|desert island|island|sequel|teenage girl,11000000,1991,5.1,1.85
Copying Beethoven,104,352786,Biography|Drama|Music,music copyist|music student|musical composition|student|symphony,11000000,2006,6.8,2.35
Poltergeist,120,76600000,Fantasy|Horror,ghost|haunted|haunting|house|paranormal investigator,10700000,1982,7.4,2.35
Saw V,95,56729973,Horror|Mystery,blood splatter|jigsaw|nazi|serial killer|swastika tattoo,10800000,2008,5.8,1.85
Jindabyne,118,399879,Crime|Drama|Mystery|Thriller,camp|fishing|fishing trip|river|town,15000000,2006,6.4,2.35
Kabhi Alvida Naa Kehna,193,3275443,Drama,extramarital affair|fashion magazine editor|marriage|new york|teacher,700000000,2006,6,2.35
An Ideal Husband,97,18535191,Comedy|Romance,bachelor|blackmail|character says i love you|flirting|social satire,14000000,1999,6.9,1.85
The Last Days on Mars,98,23838,Horror|Sci-Fi|Thriller,alien infection|astronaut|mars|mission|zombie,7000000,2013,5.5,2.35
Darkness,103,22160085,Horror,9 year old|blood|gramophone|house|missing children,10600000,2002,5.4,2.35
2001: A Space Odyssey,161,56715371,Adventure|Mystery|Sci-Fi,ancient astronaut|famous line|message from outer space|monolith|star child,12000000,1968,8.3,2.2
E.T. the Extra-Terrestrial,120,434949459,Family|Sci-Fi,bicyclist|boy|doll|star wars reference|voice impersonation,10500000,1982,7.9,1.85
In the Land of Women,97,11043445,Comedy|Drama|Romance,actress|love|michigan|neighbor|writer,10000000,2007,6.5,2.35
September Dawn,111,1066555,Drama|History|Romance|Western,massacre|mormon|settler|utah|wagon train,11000000,2007,5.8,1.85
For Greater Glory: The True Story of Cristiada,145,5669081,Drama|History|War,catholic|hanging|mexico|rebellion|soldier,10818775,2012,6.6,2.35
Good Will Hunting,126,138339411,Drama,friend|genius|janitor|loss of wife|professor,10000000,1997,8.3,1.85
Saw III,121,80150343,Horror|Mystery,brutality|female full frontal nudity|female nudity|torture|trap,10000000,2006,6.2,1.85
Stripes,117,85300000,Action|Comedy|War,army|boot camp|breasts|graduation|rescue,10000000,1981,6.9,1.85
Bring It On,98,68353550,Comedy|Sport,championship|cheerleading|high school|teen comedy|teenage romance,10000000,2000,5.9,1.85
The Purge: Election Year,109,78845130,Action|Horror|Sci-Fi|Thriller,cathedral|minister|presidential election|reference to george washington|ritual sacrifice,10000000,2016,6.1,2.35
She's All That,95,63319509,Comedy|Romance,bet|friend|high school|prom|prom queen,10000000,1999,5.8,1.85
Precious,109,47536959,Drama,abuse|african american lesbian|lesbian|lesbian couple|school,10000000,2009,7.3,1.85
Saw IV,96,63270259,Horror|Mystery,detective|fbi|rape|rapist|serial rapist,10000000,2007,5.9,1.85
White Noise,101,55865715,Drama|Horror|Mystery|Thriller,architect|grave|obsession|river|voice,10000000,2005,5.5,2.35
Madea's Family Reunion,107,63231524,Comedy|Drama|Romance,cross dressing|family reunion|madea series|reflective|sister sister relationship,6000000,2006,5,1.85
The Color of Money,119,52293982,Drama|Sport,hustler|losing|pool|pool player|tournament,13800000,1986,7,1.85
The Mighty Ducks,100,50752337,Comedy|Drama|Family|Sport,coach|hockey team|lawyer|respect|team,10000000,1992,6.4,1.85
The Grudge,98,110175871,Horror|Mystery|Thriller,american|curse|japan|nurse|rage,10000000,2004,5.9,1.85
Happy Gilmore,92,38624000,Comedy|Sport,golf|golf ball|golfer|grandmother's house|tournament,12000000,1996,7,1.85
Jeepers Creepers,90,37470017,Horror|Mystery,demon|gore|record player|tattoo|wings,10000000,2001,6.1,1.85
Bill & Ted's Excellent Adventure,90,40485039,Adventure|Comedy|Music|Sci-Fi,failing student|high school|payphone|teenager|telephone booth,10000000,1989,6.9,2.35
Oliver!,153,16800000,Drama|Family|Musical,abuse|child|orphan|orphanage|pickpocket,10000000,1968,7.5,2.35
The Best Exotic Marigold Hotel,124,46377022,Comedy|Drama,hotel|india|marigold|retiree|retirement,10000000,2011,7.3,2.35
Recess: School's Out,82,36696761,Animation|Comedy|Family|Mystery|Sci-Fi,friend|principal|summer|summer camp|summer vacation,23000000,2001,6.5,1.85
Mad Max Beyond Thunderdome,107,36200000,Action|Adventure|Sci-Fi|Thriller,arena|desert|fight|mad max|post apocalypse,12305523,1985,6.2,2.35
The Boy,97,35794166,Horror|Mystery|Thriller,animate doll|doll|england|nanny|surprise ending,10000000,2016,6,2.35
Devil,80,33583175,Horror|Mystery|Thriller,devil|elevator|hit and run|throat slitting|trapped in an elevator,10000000,2010,6.3,2.35
Friday After Next,85,32983713,Comedy|Drama,apartment|christmas|christmas present|rent|security guard,20000000,2002,5.8,1.85
Insidious: Chapter 3,97,52200504,Fantasy|Horror|Thriller,demon|possession|psychic|supernatural|teenager,10000000,2015,6.1,2.35
The Last Dragon,109,33000000,Action|Comedy|Drama|Music,cult film|kung fu|kung fu classic|martial arts|title spoken by character,10000000,1985,6.9,1.85
Snatch,104,30093107,Comedy|Crime,boxer|boxing|diamond|fight|gypsy,6000000,2000,8.3,1.85
The Lawnmower Man,140,32101000,Horror|Sci-Fi,intelligence|science runs amok|scientist|supernatural power|virtual reality,10000000,1992,5.4,1.85
Nick and Norah's Infinite Playlist,90,31487293,Comedy|Drama|Music|Romance,band|gay|gay friend|love|night,9000000,2008,6.7,1.85
Dogma,130,30651422,Adventure|Comedy|Drama|Fantasy,abortion|abortion clinic|angel|church|clinic,10000000,1999,7.4,2.35
The Banger Sisters,98,30306281,Comedy|Drama,bartender|groupie|lawyer|road trip|writer,10000000,2002,5.6,2.35
Twilight Zone: The Movie,101,29500000,Fantasy|Horror|Sci-Fi,1940s|1960s|bar|kick the can|remake,10000000,1983,6.5,1.85
Road House,114,30050028,Action|Thriller,bikini|cult film|fired from the job|martial arts|violence,17000000,1989,6.5,2.35
A Low Down Dirty Shame,100,29392418,Action|Comedy|Crime,drugs|ex cop|gun fu|machismo|shootout,10000000,1994,5.8,1.85
Swimfan,85,28563926,Drama|Thriller,high school|hospital|new jersey|stanford university|swimming,8500000,2002,5,2.35
Employee of the Month,103,28435406,Comedy|Romance,competition|date|employee|laser in eyes|slacker,12000000,2006,5.5,1.85
Can't Hardly Wait,100,25339117,Comedy|Romance,graduation|high school|letter|nerd|party,10000000,1998,6.5,1.85
The Outsiders,114,25600000,Crime|Drama,dysfunctional family|gang|greaser|holding someone's head underwater|rivalry,10000000,1983,7.2,2.35
Sinister 2,97,27736779,Horror|Mystery|Thriller,deputy|farmhouse|nightmare|private investigator|rural,10000000,2015,5.2,2.35
Sparkle,116,24397469,Drama|Music,1960s|death|girl group|nightclub|sister,17000000,2012,5.7,2.35
Valentine,96,20384136,Horror|Mystery|Thriller,dance|nosebleed|revenge|valentine|valentine's day,10000000,2001,4.7,2.35
The Fourth Kind,98,25464480,Mystery|Sci-Fi|Thriller,abduction|alaska|alien|owl|patient,10000000,2009,5.9,2.35
A Prairie Home Companion,105,20338609,Comedy|Drama|Music,backstage|country music|cowboy|radio|singing,10000000,2006,6.8,2.35
Sugar Hill,123,18272447,Drama|Thriller,african american|harlem manhattan new york city|manhattan new york city|new york city|urination,10000000,1993,5.9,1.85
Rushmore,93,17096053,Comedy|Drama,coming of age|friendship|private school|student|teacher,9000000,1998,7.7,2.35
Skyline,97,21371425,Action|Sci-Fi|Thriller,apartment|blue light|drawing|group of friends|light,10000000,2010,4.4,2.35
The Second Best Exotic Marigold Hotel,122,33071558,Comedy|Drama,sequel,10000000,2015,6.6,2.35
Kit Kittredge: An American Girl,101,17655201,Drama|Family,boarding house|girl|great depression|house|ohio,10000000,2008,6.7,1.85
The Perfect Man,100,16247775,Comedy|Family|Romance,e mail|moving|perfect man|secret admirer|suitor,25000000,2005,5.5,1.85
Mo' Better Blues,129,16153600,Drama|Music|Romance,comeback|friend|jazz|stage|trumpet,10000000,1990,6.5,1.85
Kung Pow: Enter the Fist,81,16033556,Action|Comedy,chosen one|comic violence|intentionally bad|kung fu|stylized violence,10000000,2002,6.2,2.35
Tremors,96,16667084,Comedy|Horror|Sci-Fi,desert|giant worm|monster|pipe bomb|small town,11000000,1990,7.1,1.85
Wrong Turn,84,15417771,Horror|Thriller,forest|mountain|road|stupid victim|west virginia,12600000,2003,6.1,1.85
The Corruptor,110,15156200,Action|Crime|Drama|Mystery|Thriller,chinatown|illegal immigrant|new york|police|triad,30000000,1999,6,2.35
Mud,130,21589307,Drama,14 year old|boat|bounty hunter|boy|river,10000000,2012,7.4,2.35
Reno 911!: Miami,84,20339754,Comedy|Crime,beach|police|sex scene|spring break|vomiting,10000000,2007,5.9,1.85
One Direction: This Is Us,106,28873374,Documentary|Music,3 dimensional|concert footage|englishman abroad|reference to keith richards|reference to the doors,10000000,2013,4.1,1.85
Hey Arnold! The Movie,76,13684949,Adventure|Animation|Comedy|Family,castle thunder|document|neighborhood|punctuation in title|villain arrested,3000000,2002,5.9,1.85
My Week with Marilyn,99,14597405,Biography|Drama,actress|assistant director|blonde bombshell|movie star|wardrobe,6400000,2011,7,2.35
The Matador,96,12570442,Comedy|Crime|Drama|Thriller,bar|hitman|luck|mexico|mexico city,10000000,2005,6.8,2.35
Love Jones,104,12514138,Drama|Romance,african american|cult film|ex boyfriend|middle class|sex,10000000,1997,7.4,1.85
The Gift,108,43771291,Mystery|Thriller,compulsive liar|fired from a job|gift|rape|substance abuse,5000000,2015,7.1,2.35
End of the Spear,108,11703287,Adventure|Drama,death|missionary|spear|speared to death|tribe,10000000,2005,7,2.35
Get Over It,87,11560259,Comedy|Romance,basketball|dancer|high school|love triangle|shakespeare's a midsummer night's dream,22000000,2001,5.8,2.35
Office Space,89,10824921,Comedy,boss|computer|downsizing|neighbor|office,10000000,1999,7.8,1.85
Drop Dead Gorgeous,97,10561238,Comedy|Romance|Thriller,beauty pageant|blonde|cheerleader uniform|small town|upskirt,10000000,1999,6.5,1.85
Big Eyes,106,14479776,Biography|Crime|Drama|Romance,1950s|abusive husband|artist|painting|secret,10000000,2014,7,1.85
Very Bad Things,100,9801782,Comedy|Crime|Thriller,bachelor party|breasts|friend|prostitute|wedding,10000000,1998,6.3,1.85
Sleepover,89,8070311,Comedy|Romance,best friend|party|rival|scavenger hunt|sleepover,10000000,2004,5.3,1.85
MacGruber,95,8460995,Action|Comedy|Romance,colonel|lieutenant|nuclear warhead|team|washington d.c.,10000000,2010,5.5,2.35
Dirty Pretty Things,97,8111360,Crime|Drama|Thriller,hotel|immigrant|nigerian|surgery|underwear,10000000,2002,7.4,1.85
Movie 43,94,8828771,Comedy,awkwardness|embarrassment|gross out|irreverence|shame,6000000,2013,4.3,1.85
The Tourist,103,67631157,Action|Romance|Thriller,police surveillance|surveillance van|tailing a suspect|tourist|venice italy,100000000,2010,6,2.35
Over Her Dead Body,95,7563670,Comedy|Fantasy|Romance,accident|diary|ghost|psychic|veterinarian,10000000,2008,5.2,2.35
Seeking a Friend for the End of the World,101,6619173,Adventure|Comedy|Drama|Romance|Sci-Fi,candle|end of the world|letter|record|road trip,10000000,2012,6.7,2.35
American History X,101,6712241,Crime|Drama,curb stomping|neo nazi|prison|son dislikes mother's boyfriend|white supremacist,7500000,1998,8.6,1.85
The Collection,82,6842058,Action|Horror|Thriller,booby trap|brainwashing|mercenary|serial killer|trap,10000000,2012,6.1,2.35
Teacher's Pet,74,6491350,Animation|Comedy|Family|Fantasy|Musical,dog|florida|mad scientist|school|teacher,10000000,2004,5.8,1.85
The Red Violin,130,9473382,Drama|Music|Mystery|Romance,auction|montreal|secret|violin|violinist,10000000,1998,7.7,1.85
The Straight Story,112,6197866,Biography|Drama,cane|iowa|lawn mower|tractor|wisconsin,10000000,1999,8,2.35
Deuces Wild,96,6044618,Action|Crime|Drama,1950s|drug overdose|gang|gang war|new york city,10000000,2002,5.6,2.35
Bad Words,89,7764027,Comedy|Drama,directed by star|indian american|spelling|spelling bee|two word title,10000000,2013,6.7,2.35
Black or White,121,21569041,Drama,color in title,9000000,2014,6.6,2.35
On the Line,85,4356743,Comedy|Family|Romance,based on short film|chicago illinois|el train|love|train,16000000,2001,4.1,1.85
Rescue Dawn,120,5484375,Adventure|Biography|Drama|War,bombing|guard|jungle|laos|prisoner,10000000,2006,7.3,1.85
"Jeff, Who Lives at Home",83,4244155,Comedy|Drama,basement|errand|secret admirer|slacker|wrong number,10000000,2011,6.5,1.85
I Am Love,120,5004648,Drama|Romance,chef|friend|italy|restaurant|russian,10000000,2009,7,1.85
Atlas Shrugged II: The Strike,111,3333823,Drama|Mystery|Sci-Fi,box office flop|critically bashed|government|industrialist|railroad,10000000,2012,5.5,2.35
Romeo Is Bleeding,100,3275585,Action|Crime|Drama|Thriller,detective|police|protection|russian|sergeant,11500000,1993,6.6,1.85
The Limey,89,3193102,Crime|Drama|Mystery|Thriller,daughter|englishman|ex con|revenge|young woman,9000000,1999,7.1,1.85
Crash,115,54557348,Crime|Drama|Thriller,race relations|racism|racist|social problem|stereotype,6500000,2004,7.9,2.35
The House of Mirth,135,3041803,Drama|Romance,high society|love|money|reputation|wealth,10000000,2000,7.1,2.35
Malone,92,3060858,Action|Drama|Thriller,assassin|box office flop|cia|farmer|power,10000000,1987,5.6,1.85
Peaceful Warrior,120,1055654,Drama|Romance|Sport,college|college athlete|comeback|gymnast|olympics,10000000,2006,7.3,2.35
